key,legacy_csv_line,ocr_file,ocr_line,old_grammar,ocr_grammar,old_sentence,ocr_sentence,status,changed_fields,audio_action,notes
第18課 - 15,299,Bunpou_p90-p94_visual.md,,～に当たらない,～には当たらない,山田さんは運動に1時間半かかるそうだが、【…】。これは日本では珍しくない。,山田さんは通勤に1時間半かかるそうだが、{{c1::驚くには当たらない}}。これは日本では珍しくない。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第18課 - 16,300,Bunpou_p90-p94_visual.md,,～に当たらない,～には当たらない,今度の大会の成績を【…】。これから先、チャンスはまだたくさんあります。,今度の大会での成績を{{c1::悲観するには当たりません}}。これから先、チャンスはまだたくさんあります。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第18課 - 17,301,Bunpou_p90-p94_visual.md,,～に当たらない,～には当たらない,彼の発言は【…】と思う。彼の立場では、あのように言うのも当然だろう。,彼の発言は{{c1::責めるには当たらない}}と思う。彼の立場では、あのように言うのも当然だろう。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第18課 - 18,302,Bunpou_p90-p94_visual.md,,～に当たらない,～には当たらない,あのホテルのサービスは【…】。ホテルならあのくらいは当然だ。,あのホテルのサービスは{{c1::称賛には当たらない}}。ホテルならあのくらいは当然だ。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第18課 - 19,303,Bunpou_p90-p94_visual.md,,～でなくてなんだろう(か),～でなくてなんだろう（か）,一日仕事が楽しくてしかたがない。これが【…】。,毎日仕事が楽しくてしかたがない。これこそ{{c1::天職でなくてなんだろう}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第18課 - 20,304,Bunpou_p90-p94_visual.md,,～でなくてなんだろう(か),～でなくてなんだろう（か）,二度聞いただけの曲をんをんで歌えるなんて、彼は【…】。,一度聞いただけの曲をかんぺきに演奏できるなんて、彼は{{c1::天才でなくてなんだろうか}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第18課 - 21,305,Bunpou_p90-p94_visual.md,,～でなくてなんだろう(か),～でなくてなんだろう（か）,このような道路を作るのは、作物を収めるため【…】。,このような所に道路を作るのは、税金の{{c1::無駄遣いでなくてなんであろうか}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第19課 - 1,306,Bunpou_p95-p98_visual.md,,～に足る,～に足る,次の首相は国民の代表と言う【…】人物であってほしい。,次の首相は国民の代表と言う{{c1::に足る}}人物であってほしい。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第19課 - 2,307,Bunpou_p95-p98_visual.md,,～に足る,～に足る,インターネットで得たその情報は、信頼【…】ものとは思えない。,インターネットで得たその情報は、信頼{{c1::に足る}}ものとは思えない。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第19課 - 3,308,Bunpou_p95-p98_visual.md,,～に足る,～に足る,だれかが離婚したとかしないとか、取る【…】ニュースだ。,だれかが離婚したとかしないとかなど、取る{{c1::に足らない}}ニュースだ。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第19課 - 4,309,Bunpou_p95-p98_visual.md,,～に堪える／～に堪えない,～に堪える／～に堪えない　→20課-②,優れた児童文学は、大人の鑑賞【…】ものも多い。,優れた児童文学は、大人の鑑賞にも{{c1::堪える}}ものだ。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第19課 - 5,310,Bunpou_p95-p98_visual.md,,～に堪える／～に堪えない,～に堪える／～に堪えない　→20課-②,この説はいまだ証拠が少なく、詳細な議論【…】ものではない。,この説はまだ証拠が少なく、詳細な議論に{{c1::堪える}}ものではない。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第19課 - 6,311,Bunpou_p95-p98_visual.md,,～に堪える／～に堪えない,～に堪える／～に堪えない　→20課-②,人の悪口は聞く【…】。,人の悪口は{{c1::聞くに堪えない}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第19課 - 7,312,Bunpou_p95-p98_visual.md,,～に堪える／～に堪えない,～に堪える／～に堪えない　→20課-②,こういうスキャンダル記事は読む【…】。,こういうスキャンダル記事は{{c1::読むに堪えない}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第19課 - 8,313,Bunpou_p95-p98_visual.md,,～といったらない,～といったらない,あいつはだらしがない【…】。物はよくなくすし、時間にもルーズだし……。,あいつは{{c1::だらしないといったらない}}。物はよくなくすし、時間にルーズだし……。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第19課 - 9,314,Bunpou_p95-p98_visual.md,,～といったらない,～といったらない,あのレストランの料理のおいしいこと【…】。今でも忘れられない。,あのレストランの料理の{{c1::おいしいことといったらなかった}}。今でも忘れられない。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第19課 - 10,315,Bunpou_p95-p98_visual.md,,～といったらない,～といったらない,富士山の頂上から見た景色の素晴らしさ【…】……。いつかきっとまた行きたい。,富士山の頂上から見た景色の{{c1::素晴らしさといったら}}……。いつかきっとまた行きたい。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第19課 - 11,316,Bunpou_p95-p98_visual.md,,～かぎりだ,～かぎりだ,最近友達はみんな忙しいのか、だれからも連絡がなくて、寂しい【…】。,最近友達はみんな忙しいのか、だれからも連絡がなく、{{c1::寂しいかぎりだ}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第19課 - 12,317,Bunpou_p95-p98_visual.md,,～かぎりだ,～かぎりだ,この近所で強盗事件があったらしい。恐ろしい【…】。,この近所で強盗事件があったらしい。{{c1::恐ろしいかぎりだ}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第19課 - 13,318,Bunpou_p95-p98_visual.md,,～かぎりだ,～かぎりだ,この頃の様子がだいぶ変わって皆の心がなくなり、残念な【…】。,この辺りは街の様子がだいぶ変わって昔の風情がなくなり、{{c1::残念なかぎりだ}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第19課 - 14,319,Bunpou_p95-p98_visual.md,,～極まる・～極まりない,～極まる・～極まりない,このような不当な判決が出たことは、残念【…】。,このような不当な判決が出たことは、{{c1::残念極まる}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第19課 - 15,320,Bunpou_p95-p98_visual.md,,～極まる・～極まりない,～極まる・～極まりない,退職願を出すのを引き伸ばしたいと、彼は一人旅に出た。,{{c1::退屈極まる}}日常から抜け出したいと、彼は一人旅に出た。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第19課 - 16,321,Bunpou_p95-p98_visual.md,,～極まる・～極まりない,～極まる・～極まりない,ついに初優勝を決めたその選手は、インタビュー中、感【…】涙を流した。,ついに初優勝を決めたその選手は、インタビュー中、{{c1::感極まって}}涙を流した。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第19課 - 17,322,Bunpou_p95-p98_visual.md,,～極まる・～極まりない,～極まる・～極まりない,気に入らない相手には返事もしないなんて、あの人の態度は失礼【…】。,気に入らない相手には返事もしないなんて、あの人の態度は{{c1::失礼極まりない}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第19課 - 18,323,Bunpou_p95-p98_visual.md,,～極まる・～極まりない,～極まる・～極まりない,失業している上に、子供にもお金がかかり、生活が苦しいこと【…】。,失業している上、子供にもお金がかかり、生活が苦しいこと{{c1::極まりない}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第19課 - 19,324,Bunpou_p95-p98_visual.md,,～とは,～とは,鳥はひどいで2本の足で立つことさえ知らない子供がいる【…】驚きだ。,鳥の足が2本であることさえ知らない子供がいる{{c1::とは驚きだ}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第19課 - 20,325,Bunpou_p95-p98_visual.md,,～とは,～とは,こんな立派なレポートをたった1日で仕上げた【…】すごい。,こんな立派なレポートをたった1日で仕上げた{{c1::とはすごい}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第19課 - 21,326,Bunpou_p95-p98_visual.md,,～とは,～とは,この頃に先があると聞いたので歩いてきたのに、ここで行き止まり【…】……。,この先に滝があると聞いたのでこんなに歩いてきたのに、ここで行き止まり{{c1::とは}}……。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第20課 - 1,327,Bunpou_p99-p102_visual.md,,～てやまない,～てやまない,この写真に写っているのはわたしが愛し【…】ふるさとの風景だ。,この写真に写っているのはわたしが{{c1::愛してやまない}}ふるさとの風景だ。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第20課 - 2,328,Bunpou_p99-p102_visual.md,,～てやまない,～てやまない,卒業生の皆さんの幸せを願っ【…】。,卒業生の皆さんの幸せを{{c1::願ってやみません}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第20課 - 3,329,Bunpou_p99-p102_visual.md,,～てやまない,～てやまない,親は子供の将来を期待し【…】ものだ。,親は子供の将来を{{c1::期待してやまない}}ものだ。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第20課 - 4,330,Bunpou_p99-p102_visual.md,,～に堪えない,～に堪えない　→19課-②,お忙しいところを多くの方にお集まりいただき、感謝【…】。,お忙しいところを多くの方にお集まりいただき、{{c1::感激に堪えません}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第20課 - 5,331,Bunpou_p99-p102_visual.md,,～に堪えない,～に堪えない　→19課-②,田中君がこのような賞を受けたことは、友人である私も喜び【…】。,田中君がこのような賞を受けたことは、友人である{{c1::私も喜びに堪えません}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第20課 - 6,332,Bunpou_p99-p102_visual.md,,～に堪えない,～に堪えない　→19課-②,きちんと確認しておけばこのような事故は起こらなかったかもしれないと、後悔の念【…】。,きちんと確認しておけばこのような事故は起きなかったかもしれないと、{{c1::後悔の念に堪えない}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第20課 - 7,333,Bunpou_p99-p102_visual.md,,～ないではすまない・～ずにすまない,～ないではすまない・～ずにはすまない,人の心を傷つけてしまったなら、謝ら【…】。,人の心を傷つけてしまったなら、{{c1::謝らないではすまない}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第20課 - 8,334,Bunpou_p99-p102_visual.md,,～ないではすまない・～ずにすまない,～ないではすまない・～ずにはすまない,家のお金を黙って持ち出したなんて、親に知られたら許され【…】ぞ。,家のお金を黙って持ち出したなんて、親に知られたら{{c1::しからないではすまない}}ぞ。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第20課 - 9,335,Bunpou_p99-p102_visual.md,,～ないではすまない・～ずにすまない,～ないではすまない・～ずにはすまない,アパートで犬を飼えば、こっそり飼っているつもりでも隣の人に知られ【…】だろう。,アパートで犬を飼えば、こっそり飼っているつもりでも隣の人に{{c1::知られずにはすまない}}だろう。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第20課 - 10,336,Bunpou_p99-p102_visual.md,,～ないではすまない・～ずにすまない,～ないではすまない・～ずにはすまない,このままの経営状態が続けば、借金をせ【…】。,このままの経営状態が続けば、借金を{{c1::せずにはすまない}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第20課 - 11,337,Bunpou_p99-p102_visual.md,,～ないではおかない・～ずにはおかない,～ないではおかない・～ずにはおかない,あの話はやはりうそだったと、絶対に自白させ【…】ぞ。,あの話はやはりうそだったと、絶対に{{c1::白状させないではおかない}}ぞ。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第20課 - 12,338,Bunpou_p99-p102_visual.md,,～ないではおかない・～ずにはおかない,～ないではおかない・～ずにはおかない,警察署長の話から、必ず犯人を捕らえ【…】という意気込みを感じた。,警察署長の話から、{{c1::必ず犯人を捕らえずにはおかない}}という意気込みを感じた。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第20課 - 13,339,Bunpou_p99-p102_visual.md,,～ないではおかない・～ずにはおかない,～ないではおかない・～ずにはおかない,会長の発言は我々に不安感を抱かせ【…】。,会長の発言は我々に不安感を{{c1::抱かせずにはおかなかった}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第20課 - 14,340,Bunpou_p99-p102_visual.md,,～ないではおかない・～ずにはおかない,～ないではおかない・～ずにはおかない,この曲は聞く人の心を揺さぶら【…】。,この曲は聞く人の心を{{c1::揺さぶらずにはおかない}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第20課 - 15,341,Bunpou_p99-p102_visual.md,,～を禁じ得ない,～を禁じ得ない,生々しい戦争の傷跡を目の当たりにして、涙【…】。,生々しい戦争の写真を目の当たりにし、{{c1::涙を禁じ得なかった}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第20課 - 16,342,Bunpou_p99-p102_visual.md,,～を禁じ得ない,～を禁じ得ない,犯人の供述を聞き、犯行動機の身勝手さに怒り【…】。,犯人の供述を聞き、犯行動機の身勝手さに{{c1::怒りを禁じ得なかった}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第20課 - 17,343,Bunpou_p99-p102_visual.md,,～を禁じ得ない,～を禁じ得ない,かつてあんなに輝いていた彼が荒れた生活をしているのを見て、驚き【…】。,かつてあんなに輝いていた彼が荒れた生活をしているのを見て、{{c1::驚きを禁じ得なかった}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第20課 - 18,344,Bunpou_p99-p102_visual.md,,～を余儀なくされる／～を余儀なくさせられる,～を余儀なくされる／～を余儀なくさせる,中川選手はまだ若いが、度重なるけがにより引退【…】。,中川選手はまだ若いが、度重なるけがにより引退を{{c1::余儀なくされた}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第20課 - 19,345,Bunpou_p99-p102_visual.md,,～を余儀なくされる／～を余儀なくさせられる,～を余儀なくされる／～を余儀なくさせる,彼は病気で入院【…】間に、この小説を執筆した。,彼は病気で入院を{{c1::余儀なくされている}}間に、この小説を執筆した。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第20課 - 20,346,Bunpou_p99-p102_visual.md,,～を余儀なくされる／～を余儀なくさせられる,～を余儀なくされる／～を余儀なくさせる,相次ぐ企業の倒産が失業者の増加【…】。,相次ぐ企業の倒産が失業者の増加を{{c1::余儀なくさせた}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第20課 - 21,347,Bunpou_p99-p102_visual.md,,～を余儀なくされる／～を余儀なくさせられる,～を余儀なくされる／～を余儀なくさせる,諸外国の圧力が貿易自由化【…】。,諸外国の圧力が貿易自由化を{{c1::余儀なくさせた}}。,corrected,2;5,review_or_rerecord,translation and generated analysis require review; new OCR round (p90-104)
第15課 - MISSING,,Bunpou_p75-p89_visual.md,128,,～にひきかえ,,大変な時代の中でも一生懸命に生きているその主人公にひきかえ、今のわたしは何とだらしないのだろう。,missing_in_legacy,,missing,create a new card and audio after review
